scenario_id,elapsed_time,success
0,1.8469388484954834,True
1,0.32001686096191406,True
2,0.3424980640411377,True
3,0.4335188865661621,True
4,0.33133792877197266,True
5,0.32657480239868164,True
6,0.5178630352020264,True
7,0.46346592903137207,True
8,0.3668708801269531,True
9,0.3390989303588867,True
10,0.35961008071899414,True
11,0.6400821208953857,True
12,0.4517529010772705,True
13,0.3107178211212158,True
14,0.3445279598236084,True
15,0.3398439884185791,True
16,0.612293004989624,True
17,0.3287806510925293,True
18,0.3600656986236572,True
19,0.32834315299987793,True
20,0.32454609870910645,True
21,0.4163339138031006,True
22,0.3085200786590576,True
23,0.3438870906829834,True
24,0.3458847999572754,True
25,1.7839031219482422,True
26,0.34404468536376953,True
27,0.32480692863464355,True
28,0.5055487155914307,True
29,0.708967924118042,True
30,0.33625221252441406,True
31,0.49785494804382324,True
32,0.4254419803619385,True
33,0.3785572052001953,True
34,0.3817868232727051,True
35,0.3544938564300537,True
36,0.6310358047485352,True
37,0.41482996940612793,True
38,0.324901819229126,True
39,0.3530559539794922,True
40,0.35727715492248535,True
41,0.7166028022766113,True
42,0.30782008171081543,True
43,0.3243739604949951,True
44,0.28878283500671387,True
45,0.32919979095458984,True
46,0.3854498863220215,True
47,0.31334495544433594,True
48,0.3807637691497803,True
49,0.3539419174194336,True
50,1.7181642055511475,True
51,0.3460512161254883,True
52,0.3370969295501709,True
53,0.4262259006500244,True
54,0.3275599479675293,True
55,0.2752108573913574,True
56,0.5058069229125977,True
57,0.4418480396270752,True
58,0.3759880065917969,True
59,0.37766003608703613,True
60,0.39892101287841797,True
61,0.635911226272583,True
62,0.41146183013916016,True
63,0.33675384521484375,True
64,0.37299180030822754,True
65,0.3588390350341797,True
66,0.43418025970458984,True
67,0.3037440776824951,True
68,0.31154513359069824,True
69,0.33658766746520996,True
70,0.362293004989624,True
71,0.3382577896118164,True
72,0.35338521003723145,True
73,0.36190295219421387,True
74,1.8178379535675049,True
75,0.3312361240386963,True
76,0.3231239318847656,True
77,0.4168379306793213,True
78,0.5245308876037598,True
79,0.3258240222930908,True
80,0.46308112144470215,True
81,0.4174520969390869,True
82,0.40650200843811035,True
83,0.38408327102661133,True
84,0.390362024307251,True
85,0.5172600746154785,True
86,0.4458329677581787,True
87,0.34288525581359863,True
88,0.33231592178344727,True
89,0.4890599250793457,True
90,0.34500622749328613,True
91,0.35823607444763184,True
92,0.3398451805114746,True
93,0.32052111625671387,True
94,0.4296441078186035,True
95,0.32882189750671387,True
96,0.3269078731536865,True
97,0.3284120559692383,True
98,1.689141035079956,True
99,0.32041192054748535,True
100,0.364398717880249,True
101,0.4325382709503174,True
102,0.35413289070129395,True
103,0.3295309543609619,True
104,0.5079779624938965,True
105,0.4382059574127197,True
106,0.3526647090911865,True
107,0.3733079433441162,True
108,0.3478522300720215,True
109,0.3979949951171875,True
110,0.29607605934143066,True
111,0.37812304496765137,True
112,0.4108717441558838,True
113,0.4218759536743164,True
114,0.3413259983062744,True
115,0.3590359687805176,True
116,0.35094571113586426,True
117,0.40291833877563477,True
118,0.3272409439086914,True
119,0.32656407356262207,True
120,0.3397359848022461,True
121,0.25380587577819824,True
122,1.8040168285369873,True
123,0.32016706466674805,True
124,0.3725447654724121,True
125,0.5149099826812744,True
126,0.3377673625946045,True
127,0.40968799591064453,True
128,0.4969799518585205,True
129,0.42388296127319336,True
130,0.37223124504089355,True
131,0.3723418712615967,True
132,0.3721592426300049,True
133,0.6597950458526611,True
134,0.3999640941619873,True
135,0.31119489669799805,True
136,0.3863217830657959,True
137,0.3983500003814697,True
138,0.46569013595581055,True
139,0.33771276473999023,True
140,0.3410181999206543,True
141,0.3154599666595459,True
142,0.3109591007232666,True
143,0.39624476432800293,True
144,0.3247649669647217,True
145,0.3472461700439453,True
146,0.349606990814209,True
147,1.6977379322052002,True
148,0.3388211727142334,True
149,0.39430880546569824,True
150,0.6439609527587891,True
151,0.33751487731933594,True
152,0.4009859561920166,True
153,0.49453210830688477,True
154,0.42188310623168945,True
155,0.34316086769104004,True
156,0.33904409408569336,True
157,0.37436985969543457,True
158,0.6501531600952148,True
159,0.4154191017150879,True
160,0.33548521995544434,True
161,0.38621997833251953,True
162,0.6562700271606445,True
163,0.30536317825317383,True
164,0.3363652229309082,True
165,0.3275320529937744,True
166,0.31070613861083984,True
167,0.33072829246520996,True
168,0.3413238525390625,True
169,0.2620871067047119,True
170,1.8127570152282715,True
171,0.36416196823120117,True
172,0.36173272132873535,True
173,0.4543888568878174,True
174,0.8574173450469971,True
175,0.338411808013916,True
176,0.5252230167388916,True
177,0.4569849967956543,True
178,0.38350510597229004,True
179,0.29666829109191895,True
180,0.37454891204833984,True
181,0.6480858325958252,True
182,0.4422287940979004,True
183,0.32288193702697754,True
184,0.3731670379638672,True
185,0.34898805618286133,True
186,0.6002821922302246,True
187,0.3504490852355957,True
188,0.34353089332580566,True
189,0.3453640937805176,True
190,0.3342127799987793,True
191,0.4046328067779541,True
192,0.32806992530822754,True
193,0.3246159553527832,True
194,0.33527708053588867,True
195,1.8376450538635254,True
196,0.3027949333190918,True
197,0.35921502113342285,True
198,0.5620958805084229,True
199,0.35035181045532227,True
200,0.37136101722717285,True
201,0.4377579689025879,True
202,0.48778200149536133,True
203,0.38820672035217285,True
204,0.3402259349822998,True
205,0.33164501190185547,True
206,0.44339609146118164,True
207,0.444990873336792,True
208,0.41064906120300293,True
209,0.30574798583984375,True
210,0.3604400157928467,True
211,0.32377076148986816,True
212,0.4279448986053467,True
213,0.31835222244262695,True
214,0.3487539291381836,True
215,0.3221170902252197,True
216,0.2647433280944824,True
217,0.16801881790161133,True
218,1.7739839553833008,True
219,0.3413381576538086,True
220,0.3671290874481201,True
221,0.5279700756072998,True
222,0.6872179508209229,True
223,0.36791491508483887,True
224,0.4633960723876953,True
225,0.4298539161682129,True
226,0.37131500244140625,True
227,0.3342928886413574,True
228,0.4027409553527832,True
229,0.6475601196289062,True
230,0.40944504737854004,True
231,0.3329458236694336,True
232,0.33899402618408203,True
233,0.3622899055480957,True
234,0.4449038505554199,True
235,0.34994983673095703,True
236,0.36589908599853516,True
237,0.39545321464538574,True
238,0.33386921882629395,True
239,0.3227090835571289,True
240,0.32208991050720215,True
241,0.2939181327819824,True
242,1.5668742656707764,True
243,0.33664679527282715,True
244,0.3290581703186035,True
245,0.34647202491760254,True
246,0.6681501865386963,True
247,0.3467440605163574,True
248,0.33493804931640625,True
249,0.41803789138793945,True
250,0.30943799018859863,True
251,0.3539750576019287,True
252,0.34512996673583984,True
253,0.5687887668609619,True
254,0.3759419918060303,True
255,0.3437209129333496,True
256,0.31870102882385254,True
257,0.35072827339172363,True
258,0.30999088287353516,True
259,0.3119168281555176,True
260,0.45735979080200195,True
261,0.3213350772857666,True
262,0.35411596298217773,True
263,0.3387258052825928,True
264,0.34613704681396484,True
265,0.30767297744750977,True
266,1.085184097290039,True
267,0.5350058078765869,True
268,0.3676490783691406,True
269,0.468181848526001,True
270,0.4859631061553955,True
271,0.3399989604949951,True
272,0.4468820095062256,True
273,0.3964877128601074,True
274,0.3663668632507324,True
275,0.3364229202270508,True
276,0.4023768901824951,True
277,0.3367130756378174,True
278,0.3813209533691406,True
279,0.31855010986328125,True
280,0.36191797256469727,True
281,0.662667989730835,True
282,0.372866153717041,True
283,0.3557009696960449,True
284,0.35002923011779785,True
285,0.3718879222869873,True
286,0.39405369758605957,True
287,0.4023470878601074,True
288,0.3236429691314697,True
289,0.34476780891418457,True
290,0.3323819637298584,True
291,1.5668690204620361,True
292,0.3701751232147217,True
293,0.3718428611755371,True
294,0.42263102531433105,True
295,0.3242199420928955,True
296,0.44527196884155273,True
297,0.3485720157623291,True
298,0.35263800621032715,True
299,0.3529667854309082,True
300,0.4319589138031006,True
301,0.5281882286071777,True
302,0.36620068550109863,True
303,0.3673830032348633,True
304,0.3542652130126953,True
305,0.4919402599334717,True
306,0.4340221881866455,True
307,0.37135791778564453,True
308,0.3488771915435791,True
309,0.34677696228027344,True
310,0.2973928451538086,True
311,0.3217751979827881,True
312,0.2202439308166504,True
313,1.4959826469421387,True
314,0.3593158721923828,True
315,0.35767316818237305,True
316,0.33554697036743164,True
317,0.45708799362182617,True
318,0.3654780387878418,True
319,0.33812999725341797,True
320,0.36090707778930664,True
321,0.349841833114624,True
322,0.4995608329772949,True
323,0.37294793128967285,True
324,0.4067568778991699,True
325,0.34825825691223145,True
326,0.36368489265441895,True
327,0.5004079341888428,True
328,0.43889713287353516,True
329,0.3467600345611572,True
330,0.33435583114624023,True
331,0.31108880043029785,True
332,0.2769608497619629,True
333,0.26653099060058594,True
334,1.5067639350891113,True
335,0.31311511993408203,True
336,0.40409302711486816,True
337,0.33706116676330566,True
338,0.4123818874359131,True
339,0.33279991149902344,True
340,0.38904809951782227,True
341,0.3122849464416504,True
342,0.414370059967041,True
343,0.4657561779022217,True
344,0.38573527336120605,True
345,0.3198578357696533,True
346,0.3739500045776367,True
347,0.349837064743042,True
348,0.39516377449035645,True
349,0.4841737747192383,True
350,0.35632991790771484,True
351,0.3257410526275635,True
352,0.30388307571411133,True
353,0.34526801109313965,True
354,0.29001402854919434,True
355,0.25568580627441406,True
356,1.5241081714630127,True
357,0.37104105949401855,True
358,0.34310293197631836,True
359,0.46393704414367676,True
360,0.29094600677490234,True
361,0.37743711471557617,True
362,0.3566720485687256,True
363,0.3318901062011719,True
364,0.357741117477417,True
365,0.3320000171661377,True
366,0.5157749652862549,True
367,0.37017011642456055,True
368,0.37915587425231934,True
369,0.34728384017944336,True
370,0.3448822498321533,True
371,0.4861791133880615,True
372,0.3607490062713623,True
373,0.3793189525604248,True
374,0.3442878723144531,True
375,0.28079795837402344,True
376,0.25670409202575684,True
377,0.21474480628967285,True
378,0.3795628547668457,True
379,0.34331607818603516,True
380,0.394366979598999,True
381,0.443051815032959,True
382,0.5233190059661865,True
383,0.43434882164001465,True
384,0.37437915802001953,True
385,0.35916900634765625,True
386,0.5204911231994629,True
387,0.381633996963501,True
388,0.40840983390808105,True
389,0.3563508987426758,True
390,0.336230993270874,True
391,0.5049679279327393,True
392,0.3075740337371826,True
393,0.3504769802093506,True
394,0.3580911159515381,True
395,0.36394405364990234,True
396,0.36999011039733887,True
397,0.31112003326416016,True
398,0.2621622085571289,True
399,1.5516431331634521,True
400,0.4071931838989258,True
401,0.33541035652160645,True
402,0.37595272064208984,True
403,0.4443211555480957,True
404,0.3817861080169678,True
405,0.34423398971557617,True
406,0.44512510299682617,True
407,0.31715917587280273,True
408,0.554656982421875,True
409,0.37131690979003906,True
410,0.33468198776245117,True
411,0.34429478645324707,True
412,0.34922075271606445,True
413,0.37764501571655273,True
414,0.35257816314697266,True
415,0.4529111385345459,True
416,0.3414781093597412,True
417,0.34404611587524414,True
418,0.34201788902282715,True
419,0.26309871673583984,True
420,0.33745789527893066,True
421,0.33896589279174805,True
422,0.3156089782714844,True
423,0.4615669250488281,True
424,0.44220614433288574,True
425,0.494509220123291,True
426,0.3740401268005371,True
427,0.31540775299072266,True
428,0.41683483123779297,True
429,0.3402421474456787,True
430,0.48851990699768066,True
431,0.44407105445861816,True
432,0.30693912506103516,True
433,0.36234188079833984,True
434,0.4160308837890625,True
435,0.5177099704742432,True
436,0.4025766849517822,True
437,0.33315610885620117,True
438,0.343095064163208,True
439,0.34375691413879395,True
440,0.27700304985046387,True
441,1.5700509548187256,True
442,0.362807035446167,True
443,0.3453860282897949,True
444,0.4395260810852051,True
445,0.38997411727905273,True
446,0.3990499973297119,True
447,0.3704497814178467,True
448,0.3795890808105469,True
449,0.37946271896362305,True
450,0.3079981803894043,True
451,0.38332533836364746,True
452,0.4294559955596924,True
453,0.37419795989990234,True
454,0.3389601707458496,True
455,0.47006988525390625,True
456,0.3285517692565918,True
457,0.362717866897583,True
458,0.3266310691833496,True
459,0.2923247814178467,True
460,0.32346200942993164,True
461,0.26159095764160156,True
462,0.2047569751739502,True
463,1.1072571277618408,True
464,0.3768119812011719,True
465,0.3878452777862549,True
466,0.33191895484924316,True
467,0.3939080238342285,True
468,0.3626527786254883,True
469,0.36772894859313965,True
470,0.3705160617828369,True
471,0.35899877548217773,True
472,0.32415103912353516,True
473,0.34997010231018066,True
474,0.41046786308288574,True
475,0.3609447479248047,True
476,0.4375040531158447,True
477,0.42656779289245605,True
478,0.3553164005279541,True
479,0.4347038269042969,True
480,0.45069074630737305,True
481,0.4025561809539795,True
482,0.32425808906555176,True
483,0.25450801849365234,True
484,1.1793098449707031,True
485,0.5041773319244385,True
486,0.37114787101745605,True
487,0.332531213760376,True
488,0.5790119171142578,True
489,0.39906811714172363,True
490,0.337738037109375,True
491,0.3550119400024414,True
492,0.35027003288269043,True
493,0.4256300926208496,True
494,0.3697481155395508,True
495,0.36306190490722656,True
496,0.3850271701812744,True
497,0.3608551025390625,True
498,0.36490416526794434,True
499,0.40131306648254395,True
500,0.48658275604248047,True
501,0.4555819034576416,True
502,0.3304588794708252,True
503,0.4009730815887451,True
504,0.4133281707763672,True
505,0.33208394050598145,True
506,0.3230602741241455,True
507,0.9784121513366699,True
508,0.44058704376220703,True
509,0.3406221866607666,True
510,0.5637128353118896,True
511,0.3944671154022217,True
512,0.36261773109436035,True
513,0.36653590202331543,True
514,0.3509409427642822,True
515,0.35458803176879883,True
516,0.4144909381866455,True
517,0.35912275314331055,True
518,0.3723020553588867,True
519,0.3995790481567383,True
520,0.33847713470458984,True
521,0.4807901382446289,True
522,0.37737083435058594,True
523,0.3602428436279297,True
524,0.464461088180542,True
525,0.44217705726623535,True
526,1.1446988582611084,True
527,0.4068751335144043,True
528,0.42525625228881836,True
529,0.6754822731018066,True
530,0.320436954498291,True
531,0.3357410430908203,True
532,0.36312294006347656,True
533,0.36096882820129395,True
534,0.39145493507385254,True
535,0.4160032272338867,True
536,0.3588080406188965,True
537,0.3688530921936035,True
538,0.3922410011291504,True
539,0.3582019805908203,True
540,0.4635298252105713,True
541,0.40405917167663574,True
542,0.395078182220459,True
543,0.44506192207336426,True
544,0.4273552894592285,True
545,0.3385200500488281,True
546,0.34371399879455566,True
547,0.34003305435180664,True
548,0.42719602584838867,True
549,0.476032018661499,True
550,0.5517487525939941,True
551,0.3974599838256836,True
552,0.32335519790649414,True
553,0.34959888458251953,True
554,0.4388868808746338,True
555,0.3845970630645752,True
556,0.40207576751708984,True
557,0.3462669849395752,True
558,0.44936203956604004,True
559,0.3436470031738281,True
560,0.4600789546966553,True
561,0.4243950843811035,True
562,0.40734314918518066,True
563,0.44797492027282715,True
564,0.43115687370300293,True
565,0.33266282081604004,True
566,0.28613996505737305,True
567,0.2116408348083496,True
568,1.1172728538513184,True
569,0.3566007614135742,True
570,0.36345481872558594,True
571,0.3753316402435303,True
572,0.34859490394592285,True
573,0.36646080017089844,True
574,0.3411068916320801,True
575,0.3749208450317383,True
576,0.39820194244384766,True
577,0.3486666679382324,True
578,0.4485042095184326,True
579,0.38480520248413086,True
580,0.3652021884918213,True
581,0.37218308448791504,True
582,0.4002041816711426,True
583,0.38037800788879395,True
584,0.38953089714050293,True
585,0.4030888080596924,True
586,0.3957939147949219,True
587,0.3948371410369873,True
588,0.3488807678222656,True
589,0.24098706245422363,True
590,1.1192450523376465,True
591,0.35663414001464844,True
592,0.371243953704834,True
593,0.40543198585510254,True
594,0.4028918743133545,True
595,0.3297097682952881,True
596,0.41187381744384766,True
597,0.33347511291503906,True
598,0.3206968307495117,True
599,0.37230682373046875,True
600,0.40830373764038086,True
601,0.37873172760009766,True
602,0.3808882236480713,True
603,0.3641068935394287,True
604,0.38124918937683105,True
605,0.3544318675994873,True
606,0.35648322105407715,True
607,0.48770785331726074,True
608,0.4765899181365967,True
609,0.30202412605285645,True
610,0.326887845993042,True
611,1.0849299430847168,True
612,0.39824986457824707,True
613,0.39806413650512695,True
614,0.3733980655670166,True
615,0.33103394508361816,True
616,0.3469810485839844,True
617,0.32715296745300293,True
618,0.34592771530151367,True
619,0.3944687843322754,True
620,0.37996888160705566,True
621,0.41764116287231445,True
622,0.3625662326812744,True
623,0.34709906578063965,True
624,0.35388970375061035,True
625,0.6039571762084961,True
626,0.3567938804626465,True
627,0.4328927993774414,True
628,0.3540961742401123,True
629,0.323746919631958,True
630,0.4244709014892578,True
631,0.41561317443847656,True
632,0.36850810050964355,True
633,0.30709290504455566,True
634,0.32365989685058594,True
635,0.4748721122741699,True
636,0.4101521968841553,True
637,0.32273173332214355,True
638,0.49136781692504883,True
639,0.36642003059387207,True
640,0.3645172119140625,True
641,0.3364427089691162,True
642,0.38358521461486816,True
643,0.40076327323913574,True
644,0.34739208221435547,True
645,0.3382248878479004,True
646,0.43146800994873047,True
647,0.3463099002838135,True
648,0.423785924911499,True
649,0.6480350494384766,True
650,0.375607967376709,True
651,0.4542098045349121,True
652,0.4828450679779053,True
653,0.3662710189819336,True
654,0.2872130870819092,True
655,1.09834885597229,True
656,0.5250411033630371,True
657,0.40187788009643555,True
658,0.34002184867858887,True
659,0.4601318836212158,True
660,0.3502180576324463,True
661,0.38219118118286133,True
662,0.3550410270690918,True
663,0.37024593353271484,True
664,0.37314701080322266,True
665,0.3456838130950928,True
666,0.3771369457244873,True
667,0.39899730682373047,True
668,0.37695908546447754,True
669,0.39083075523376465,True
670,0.407634973526001,True
671,0.35280394554138184,True
672,0.4657721519470215,True
673,0.373319149017334,True
674,0.37110209465026855,True
675,0.49203920364379883,True
676,0.34667086601257324,True
677,0.2368309497833252,True
678,1.780405044555664,True
679,0.3901221752166748,True
680,0.37843823432922363,True
681,0.43937206268310547,True
682,0.39776015281677246,True
683,0.5095789432525635,True
684,0.5019290447235107,True
685,0.44506287574768066,True
686,0.36628293991088867,True
687,0.3921780586242676,True
688,0.3762519359588623,True
689,0.36983799934387207,True
690,0.3564450740814209,True
691,0.43320608139038086,True
692,0.3912360668182373,True
693,0.4189581871032715,True
694,0.43828701972961426,True
695,0.5442349910736084,True
696,0.3639669418334961,True
697,0.32704591751098633,True
698,0.34437131881713867,True
699,0.3638319969177246,True
700,0.3643519878387451,True
701,0.3646681308746338,True
702,0.40135788917541504,True
703,0.3848881721496582,True
704,0.7533447742462158,True
705,0.549109935760498,True
706,0.3612222671508789,True
707,0.40367889404296875,True
708,0.39302992820739746,True
709,0.3554422855377197,True
710,0.3786609172821045,True
711,0.35278892517089844,True
712,0.41976404190063477,True
713,0.4237799644470215,True
714,0.44629573822021484,True
715,0.33304286003112793,True
716,0.3679239749908447,True
717,0.3597581386566162,True
718,0.3988840579986572,True
719,1.5327160358428955,True
720,0.4876232147216797,True
721,0.36424922943115234,True
722,0.38666582107543945,True
723,0.43353891372680664,True
724,0.5825998783111572,True
725,0.5763819217681885,True
726,0.36278319358825684,True
727,0.33205699920654297,True
728,0.36817216873168945,True
729,0.3146998882293701,True
730,0.34094691276550293,True
731,0.342332124710083,True
732,0.380537748336792,True
733,0.3514530658721924,True
734,0.40064477920532227,True
735,0.4093811511993408,True
736,0.49623966217041016,True
737,0.39254021644592285,True
738,0.3905370235443115,True
739,0.39081811904907227,True
740,0.44342589378356934,True
741,0.43607020378112793,True
742,0.3858480453491211,True
743,0.5426218509674072,True
744,0.4999959468841553,True
745,0.3753631114959717,True
746,0.4050140380859375,True
747,0.3373539447784424,True
748,0.3909740447998047,True
749,0.3659050464630127,True
750,0.34022974967956543,True
751,0.3894212245941162,True
752,0.35231995582580566,True
753,0.46101903915405273,True
754,0.47728991508483887,True
755,0.37101316452026367,True
756,0.3140890598297119,True
757,1.784147024154663,True
758,0.3621072769165039,True
759,0.4374990463256836,True
760,0.5298161506652832,True
761,0.5190830230712891,True
762,0.38764429092407227,True
763,0.39633774757385254,True
764,0.3592851161956787,True
765,0.3750569820404053,True
766,0.34374380111694336,True
767,0.35079312324523926,True
768,0.3915400505065918,True
769,0.4657111167907715,True
770,0.43267297744750977,True
771,0.5699799060821533,True
772,0.445281982421875,True
773,0.36374592781066895,True
774,0.36210107803344727,True
775,0.35944604873657227,True
776,0.3936493396759033,True
777,0.2976100444793701,True
778,1.7282788753509521,True
779,0.373441219329834,True
780,0.4085402488708496,True
781,0.4093949794769287,True
782,0.41707515716552734,True
783,0.5093328952789307,True
784,0.46572089195251465,True
785,0.35907816886901855,True
786,0.38265299797058105,True
787,0.3677382469177246,True
788,0.3362710475921631,True
789,0.3614678382873535,True
790,0.3747589588165283,True
791,0.34676694869995117,True
792,0.4571089744567871,True
793,0.4728128910064697,True
794,0.5433657169342041,True
795,0.4506340026855469,True
796,0.3647949695587158,True
797,0.3476560115814209,True
798,0.38994359970092773,True
799,0.3884270191192627,True
800,1.6637730598449707,True
801,0.4162909984588623,True
802,0.42184877395629883,True
803,0.4412708282470703,True
804,0.569145917892456,True
805,0.44112205505371094,True
806,0.44593191146850586,True
807,0.35147976875305176,True
808,0.3997817039489746,True
809,0.3569209575653076,True
810,0.42328691482543945,True
811,0.34273695945739746,True
812,0.3638181686401367,True
813,0.41268301010131836,True
814,0.3640251159667969,True
815,0.4003300666809082,True
816,0.42284393310546875,True
817,0.5133438110351562,True
818,0.35604000091552734,True
819,0.46729516983032227,True
820,0.368408203125,True
821,0.3785059452056885,True
822,0.37001490592956543,True
823,0.41324925422668457,True
824,1.8989920616149902,True
825,0.41863393783569336,True
826,0.38002800941467285,True
827,0.7624430656433105,True
828,0.4739041328430176,True
829,0.3388087749481201,True
830,0.3835000991821289,True
831,0.37421178817749023,True
832,0.3909790515899658,True
833,0.4045529365539551,True
834,0.39301419258117676,True
835,0.3273148536682129,True
836,0.41200709342956543,True
837,0.39841580390930176,True
838,0.5368177890777588,True
839,0.3844578266143799,True
840,0.3585500717163086,True
841,0.3509960174560547,True
842,0.38185715675354004,True
843,0.32569289207458496,True
844,1.7947001457214355,True
845,0.4153270721435547,True
846,0.38240790367126465,True
847,0.5074098110198975,True
848,0.609839677810669,True
849,0.5371129512786865,True
850,0.35738706588745117,True
851,0.3596780300140381,True
852,0.40532374382019043,True
853,0.3611259460449219,True
854,0.34824228286743164,True
855,0.3946411609649658,True
856,0.36306190490722656,True
857,0.42021989822387695,True
858,0.42313718795776367,True
859,0.4015369415283203,True
860,0.4311079978942871,True
861,0.6600492000579834,True
862,0.34896087646484375,True
863,0.3814249038696289,True
864,0.363231897354126,True
865,0.3902719020843506,True
866,0.3167698383331299,True
867,1.830510139465332,True
868,0.41395092010498047,True
869,0.3337268829345703,True
870,0.39819788932800293,True
871,0.6269738674163818,True
872,0.46066713333129883,True
873,0.529494047164917,True
874,0.3486669063568115,True
875,0.3435649871826172,True
876,0.35789012908935547,True
877,0.35969996452331543,True
878,0.3394660949707031,True
879,0.3647589683532715,True
880,0.38657307624816895,True
881,0.35059595108032227,True
882,0.3756749629974365,True
883,0.46048903465270996,True
884,0.5388689041137695,True
885,0.415330171585083,True
886,0.3944361209869385,True
887,0.38866615295410156,True
888,0.34614109992980957,True
